database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,All ambitions pooled,R10CHINA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",99,27,1.752981777326251,1.9334139501776566,TRUE,TRUE,0.18043217285140556,High-RE
Full,All ambitions pooled,R10CHINA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",99,27,1.116999780759075,1.1566403134400323,TRUE,TRUE,0.03964053268095724,High-RE
Full,All ambitions pooled,R10CHINA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",99,27,0.6846087574231939,0.6820366929470066,TRUE,TRUE,-0.002572064476187297,High-CMT
Full,All ambitions pooled,R10CHINA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,99,27,1661.3153423667122,1957.4673461083514,TRUE,TRUE,296.1520037416392,High-RE
Full,All ambitions pooled,R10CHINA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",99,27,119.61503812194974,147.02326699850968,TRUE,TRUE,27.408228876559946,High-RE
Full,All ambitions pooled,R10CHINA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",99,27,219.80434754237513,239.5871373604068,TRUE,TRUE,19.782789818031688,High-RE
Full,All ambitions pooled,R10CHINA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",99,27,221.52392107207572,241.54182256444008,TRUE,TRUE,20.01790149236436,High-RE
Full,All ambitions pooled,R10CHINA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",60,9,7.4704397474165045,4.040553019390086,TRUE,TRUE,-3.4298867280264185,High-CMT
Full,All ambitions pooled,R10CHINA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",60,9,5.879497486855482,3.304237531552514,TRUE,TRUE,-2.575259955302968,High-CMT
Full,All ambitions pooled,R10CHINA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",60,9,1.0913581533607557,0.9115660320726383,TRUE,TRUE,-0.1797921212881174,High-CMT
Full,All ambitions pooled,R10CHINA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,60,9,14788.5040433293,6062.041707756225,TRUE,TRUE,-8726.462335573075,High-CMT
Full,All ambitions pooled,R10CHINA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",60,9,168.31160267375185,158.255174161399,TRUE,TRUE,-10.056428512352852,High-CMT
Full,All ambitions pooled,R10CHINA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",60,9,432.4686354311365,518.4137178018536,TRUE,TRUE,85.94508237071716,High-RE
Full,All ambitions pooled,R10CHINA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",60,9,439.85904034965563,522.4542708212437,TRUE,TRUE,82.59523047158802,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,224,4.6886476830358275,5.526307405986742,TRUE,FALSE,0.8376597229509146,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,224,3.5728687772510694,5.121663268612428,TRUE,FALSE,1.5487944913613587,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,224,0.830046164237771,0.6204002440538803,TRUE,FALSE,-0.20964592018389072,High-CMT
Full,All ambitions pooled,R10CHINA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,224,10746.02518924,16723.355215000003,TRUE,FALSE,5977.330025760004,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,224,180.5058164713049,306.54970624783334,TRUE,FALSE,126.04388977652843,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,224,242.89245937335542,395.3017870987484,TRUE,FALSE,152.40932772539296,High-RE
Full,All ambitions pooled,R10CHINA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,224,247.58110705639126,400.8815290012018,TRUE,FALSE,153.30042194481052,High-RE
Full,All ambitions pooled,R10CHINA+,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,1.2507300221941509,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,2.7767118550767114,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0.009547789416359684,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,12,0,6391.637656124156,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",12,0,157.2263514974771,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",12,0,176.95509297455783,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",12,0,178.23220766875704,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10CHINA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",8,16,4.645192990579435,2.526057273821626,TRUE,TRUE,-2.119135716757809,High-CMT
Full,All ambitions pooled,R10CHINA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",8,16,7.348050906961954,1.602341253383504,TRUE,TRUE,-5.74570965357845,High-CMT
Full,All ambitions pooled,R10CHINA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",8,16,0.6588611564012683,0.6694970594814398,TRUE,TRUE,0.010635903080171483,High-RE
Full,All ambitions pooled,R10CHINA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,8,16,16814.87195974299,4210.210425298617,TRUE,TRUE,-12604.661534444374,High-CMT
Full,All ambitions pooled,R10CHINA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",8,16,304.2408186343339,161.97887807614836,TRUE,TRUE,-142.26194055818553,High-CMT
Full,All ambitions pooled,R10CHINA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",8,16,423.8661234325209,277.18537843682986,TRUE,TRUE,-146.68074499569104,High-CMT
Full,All ambitions pooled,R10CHINA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",8,16,428.5143386571075,279.52807983253,TRUE,TRUE,-148.98625882457748,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",21,14,5.911771129311774,1.0128217908537502,TRUE,TRUE,-4.898949338458023,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",21,14,4.0770646625427185,0.4085927409222963,TRUE,TRUE,-3.668471921620422,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",21,14,0.33646448057794265,0.32939043385060673,TRUE,TRUE,-0.007074046727335914,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,inferred_retirements_GW,Inferred retired capacity,GW,21,14,7806.89878,944.4340000000002,TRUE,TRUE,-6862.46478,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",21,14,88.0107615551126,101.08459947904228,TRUE,TRUE,13.073837923929688,High-RE
Full,All ambitions pooled,R10EUROPE,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",21,14,261.73692709839304,247.19972683508027,TRUE,TRUE,-14.53720026331277,High-CMT
Full,All ambitions pooled,R10EUROPE,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",21,14,267.6076325853194,247.94398699882402,TRUE,TRUE,-19.663645586495363,High-CMT
Full,All ambitions pooled,R10EUROPE,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,8,NA,1.155520973644383,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,8,NA,0.42462765627786003,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,8,NA,0.5298929735674018,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,0,8,NA,887.4479495000005,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,8,NA,160.0152032533711,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,8,NA,228.84388488626865,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,8,NA,230.1498973397804,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",3,5,6.754769748628243,5.86499937375762,TRUE,TRUE,-0.8897703748706238,High-CMT
Full,All ambitions pooled,R10EUROPE,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",3,5,3.9167685497250884,2.880901444192633,TRUE,TRUE,-1.0358671055324553,High-CMT
Full,All ambitions pooled,R10EUROPE,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",3,5,0.4839092405812211,0.31904888645474894,TRUE,TRUE,-0.16486035412647215,High-CMT
Full,All ambitions pooled,R10EUROPE,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,3,5,10176.494835453075,10338.81024070503,TRUE,TRUE,162.31540525195487,High-RE
Full,All ambitions pooled,R10EUROPE,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",3,5,145.25228039358169,162.0577168420043,TRUE,TRUE,16.805436448422626,High-RE
Full,All ambitions pooled,R10EUROPE,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",3,5,239.3730221976937,218.89904186504492,TRUE,TRUE,-20.47398033264878,High-CMT
Full,All ambitions pooled,R10EUROPE,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",3,5,245.99541141446437,224.76404123880252,TRUE,TRUE,-21.23137017566185,High-CMT
Full,All ambitions pooled,R10EUROPE,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",69,2,3.35462020811388,4.667103817811374,TRUE,FALSE,1.3124836096974941,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",69,2,1.8439752139642884,1.9334846671989818,TRUE,FALSE,0.08950945323469339,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",69,2,0.7185492267324713,1.0527249267451313,TRUE,FALSE,0.33417570001265995,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,69,2,4258.550138903871,6109.285218072184,TRUE,FALSE,1850.735079168313,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",69,2,19.959398795232442,22.6085933626398,TRUE,FALSE,2.64919456740736,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",69,2,147.79677141293743,162.5746628499141,TRUE,FALSE,14.77789143697666,High-RE
Full,All ambitions pooled,R10EUROPE,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",69,2,150.96182262369499,167.24176666772547,TRUE,FALSE,16.279944044030486,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",99,27,0.8836665830228461,0.8911965767347797,TRUE,TRUE,0.007529993711933636,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",99,27,0.35173112399042133,0.44000371884157385,TRUE,TRUE,0.08827259485115252,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",99,27,0.2817513474299603,0.3081820462281927,TRUE,TRUE,0.0264306987982324,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,99,27,747.0815829837267,1157.1710212835071,TRUE,TRUE,410.08943829978045,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",99,27,59.027755894854515,82.84096885403805,TRUE,TRUE,23.813212959183538,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",99,27,142.1834791211075,151.45781974279822,TRUE,TRUE,9.274340621690726,High-RE
Full,All ambitions pooled,R10EUROPE,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",99,27,143.2311162323639,152.2821563930543,TRUE,TRUE,9.051040160690405,High-RE
Full,All ambitions pooled,R10EUROPE,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",60,9,4.5767282846976345,1.3715835595673243,TRUE,TRUE,-3.2051447251303102,High-CMT
Full,All ambitions pooled,R10EUROPE,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",60,9,2.8983579613796664,0.7928977266682574,TRUE,TRUE,-2.105460234711409,High-CMT
Full,All ambitions pooled,R10EUROPE,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",60,9,0.48652880240564994,0.297891437435034,TRUE,TRUE,-0.18863736497061595,High-CMT
Full,All ambitions pooled,R10EUROPE,POLES,inferred_retirements_GW,Inferred retired capacity,GW,60,9,7468.638041727245,1354.300041198731,TRUE,TRUE,-6114.338000528514,High-CMT
Full,All ambitions pooled,R10EUROPE,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",60,9,77.98188819625504,84.01932333318709,TRUE,TRUE,6.0374351369320465,High-RE
Full,All ambitions pooled,R10EUROPE,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",60,9,206.76468560268503,254.47014389628634,TRUE,TRUE,47.70545829360131,High-RE
Full,All ambitions pooled,R10EUROPE,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",60,9,211.308606623778,255.96581200461412,TRUE,TRUE,44.65720538083613,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",1,224,2.456190263190114,3.4433962545897554,TRUE,FALSE,0.9872059913996414,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",1,224,1.397057013140916,2.260607702902626,TRUE,FALSE,0.8635506897617102,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",1,224,0.2696049272962985,0.2382837593589246,TRUE,FALSE,-0.031321167937373884,High-CMT
Full,All ambitions pooled,R10EUROPE,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,1,224,4511.40740189,8074.30923,TRUE,FALSE,3562.9018281099998,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",1,224,70.4582762601122,134.85962312644406,TRUE,FALSE,64.40134686633186,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",1,224,86.1937669890837,159.85899735716973,TRUE,FALSE,73.66523036808603,High-RE
Full,All ambitions pooled,R10EUROPE,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",1,224,88.64995725227382,163.44218418062522,TRUE,FALSE,74.7922269283514,High-RE
Full,All ambitions pooled,R10EUROPE,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",12,0,0.7438716225464735,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",12,0,1.025864784825641,NA,FALSE,FALSE,NA,NA
Full,All ambitions pooled,R10EUROPE,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",12,0,0.005819838999925086,NA,FALSE,FALSE,NA,NA
